comments,status,rating
നികുതി നൽകാത്ത എത്ര യോ വമ്പന്മാർ ഗവണ്മെന്റിനെ കളിപ്പിച്ച് നടക്കുന്നു ഭീമമായ നികുതി കൊടുക്കാത്തവർ ഈ കേരളത്തിൽ തന്നെയുണ്ട് അവരിൽ നിന്നും കർശനമായി കിട്ടാനുള്ള നികുതി പിരിച്ചെടുത്താൽ സർക്കാരിന് ആവശ്യമായ പണം കണ്ടെത്താമല്ലോ വെറുതെ വോട്ടുചെയ്ത് അധികാരത്തിൽ കയറ്റിയ ഈ ഗവണ്മെന്റ് ഈ പാവം ജനങ്ങളോട് വേണോ ഈ അനീതി ബഡ്ജറ്റ്,negative,4
Election ayille so atha,negative,2
പൊതു വിദ്യഭ്യാസ മോശആയതു കൊണ്ടാണോ പിണറായി വിജയന്റെ മകനെ വിദേശത്തു അയച്ചു പഠിപ്പിച്ചത്. ഇവനൊയ്ക്കെ വെറും ഔളകൾ തന്നെ.,negative,4
ന്യായീകരണ തൊഴിലാളി സജീസ് ഈ നിലപാട് തുടരണം കെട്ടോടാ സഖാവേ,positive,5
"ഇലക്ഷന് എല്ലാം മറന്നു വോട്ട് ചെയ്യുമ്പോൾ ഓർക്കുക, പ്രതികരിക്കുക.",negative,4
"Evanmar bharicha eee 7kolllam aakeyundaya mecham ennuparayunnath samaravum harthalum karanam kodikal nashtamayilla, aalukal athinteperil narakikkendivannillla ennathumathramaanu. Adutha government UDF vannal pitteenn muthal Evanmar kodiyum kondirangum, ellam mudippikkum, ennitt sarkar khajanaav kaliyakkunnennum paranju adutha electionil jayikkum. Veendum katha thudarum.",neutral,2
"Madiahilninnum ennalla madiam thanne vendannu vecha oru sarkar undayirunna oru samsthanamanu ithu,samoohika suraksha jenengale kollayadikunnathano samoohika suraksha,oro nethakkan marum udiokasthan marum kattumudicha panam thirichupidichal ee prayasangal marikadakam",neutral,4
അദാനിയെ രക്ഷിക്കാനാണ് പെട്രോൾ വില കേന്ദ്ര സർക്കാർ കൂട്ടിയതെന്നു സഖാക്കൾ,positive,0
Economyude karyathil enth kerala model? Enthilanu abhimanikendath?,neutral,2
Jose Sebastian 👍🏻👌,positive,4
നാണമുണ്ടോടാ ചെറ്റേ ന്യായീകരിക്കാൻ ...,positive,2
Petrolium ulpannam ippm kendrathinte mathram vilayaanalle..nalla moonjiya vaatham.. Evde kendram vila kurachappo kammikal ethreya kurachath.. Kadathinu vendi kendrathinte munni kayyi neetti nikkumbo ee avesham onnum kanunillalo..,negative,3
സജീഷേ ഉമ്മൻ ചാണ്ടി ഭരിച്ചതുപോലെ തന്നെ ഭരിക്കാനാണെങ്കിൽ പിന്നെ നിങ്ങടെ പിണറായി എന്തിനാ ഒരു സ്ത്രീയെകൊണ്ട് വേണ്ടാത്ത കോലാഹലങ്ങൾ ഉണ്ടാക്കി ആ അധികാര കസേര തട്ടിയെടുത്തത്. അങ്ങേർക്ക് എന്തിനെങ്കിലും സൗകര്യം ഉണ്ടാക്കാൻ ആയിരുന്നോ. ജനങ്ങൾക്കുവേണ്ടിയല്ലന്നാണോ നിങ്ങൾ പറയുന്നത്.,negative,4
60 ലക്ഷത്തിനു കൊടുക്കാൻ ബാക്കിയുള്ളവരുടെ തല വെട്ടണമോ?<br>വേറെ കഴിയില്ലെങ്കിൽ ഇറങ്ങി പോടാ...,neutral,1
Kerala government should cancel kgst of petrol &amp; diesel.,neutral,1
എന്നിട്ടും ന്യായീകരിക്കുന്ന ന്യായീകരണ പട്ടികൾ,negative,0
ആം ആദ്മി പാർട്ടി വടക്ക് നിന്ന് യാത്ര പുറപ്പെട്ടിട്ടുണ്ടന്നതാണ് ഒരാശ്വാസം ......,negative,0
Kerala vannu joly cheyunna bengali labours kudy tax pedichal nammude kadathenu Oru pariharam akum.,negative,5
ജനങ്ങൾക്ക് വിലയുണ്ടല്ലോ. പുല്ല് വിലയാണെന്ന് മാത്രം. കേന്ദ്രം വില കുറക്കുന്നില്ലെങ്കിൽ മറ്റു സംസ്ഥാനങ്ങളിൽ കേരളത്തിലെ അത്ര വില ഇല്ലല്ലോ സുഖാവേ,negative,2
ഇതിലും നല്ലത് ഇനി കിറ്റ് കൊടുക്കുമ്പോൾ അതിൽ തൊട്ട വെച്ച് കൊടുക്ക്‌ ഇതിലും നല്ലത് വന്നിരിന്നു വിളമ്പാൻ ഉളുപ്പില്ലാതെ,negative,0
കേരള ഗവമെൻ്റിൻ്റെ പെട്രോൾ ടാക്സ് 26 രൂപ .. കേന്ദ്ര ഗവമെൻ്റിൻ്റെ പെട്രോൾ ടാക്സ് 19 രൂപ. ആരാണ് ജനങ്ങളെ പിഴിയുന്നത്...,negative,1
ചോദ്യത്തിന്റെ മറുപടിയില്ല,negative,2
Nth paranjalum enno vannu poya oru pralayam eduth idaatheda oolakammi😂,negative,5
വൻ കിടക്കാരുടെ നികുതി പിരിക്കാതെ സർക്കാർ സാധാരണ ക്കാരന്റെ തലയിലേക്ക് എല്ലാ ഭാരവും വെച്ചുകൊടുത്തു. മുഖ്യന്റെയും അനുയായികളുടെയും ദൂർത്തിന്റെ ഭാരം ജനങ്ങളുടെ തലയിൽ. ഇവറ്റകളെ വോട്ട് ചെയ്തു ജയിപ്പിച്ച നമ്മൾ അനുഭവിക്കുക തന്നെ 🤔🤔🤔,negative,4
ഇടത് പക്ഷം പിഴിഞ്ഞ പക്ഷം.... Cess പിൻവലിക്കുക ഇനിയും പരീക്ഷിക്കരുത് ..,positive,2
കിറ്റ് കിട്ടിയിട്ടും നന്ദികേടു പറയുന്നോടാ ജനങ്ങളെ,neutral,4
"Balagopala…. Can you stop giving nonsense statement?? When other states and centre reduced tax on fuel, Keralam didn’t reduce the rate",positive,4
No petrol from kerala.. Go nearest location outside kerala for petrol and alcohol.. Mahe petrol is 11 rs cheaper and Karnataka also much cheaper then Kerala,negative,2
,positive,3
Its pathetic..sajeesh is struggling to answer... If govt is not able to match income and expense.. Let these idiots siy at home itself.. There are many ways.. Reduce the piolts for cm.. Keep only 1 car.. Let cm or minister travel in punlic transport like train and bus.. Sell all old and new cars to make revnue.. Stop all unwanted wxpenses,positive,4
കേരളത്തിൽ പെട്രോൾ വില 109 ആവുന്നു... ബിജെപി ഭരിക്കുന്ന up യിൽ 96 um...എന്നിട്ടും കേരളത്തിലെ പ്രബൂഥർ കേന്ദ്രത്തിന് കുറ്റം പറയും,negative,1
സജീഷ് ബ ബ ബ😀😁🤣🤣🤣🤣🤣,negative,1
Fund short undengil CITU ne erakki pirikkanam..allengil officers ne erakki raid nadathu....allegil simple ayi LDF motham ayit ban chey,neutral,0
കേരളത്തിലെ ജനങ്ങളോട് ഒന്നേ പറയാനുള്ളു....3ഞ്ചിക്കോ... 😊കേരളത്തിലെ മണ്ടനാമാരോട് ഒന്നും പറയാനില്ല....കേരളത്തിലെ മണ്ടന്മാർ അവർക്കു യോജിച്ച ഗവണ്മെന്റ് നെ തിരഞ്ഞെടുത്തു... അപ്പോൾ മണ്ടന്മാർ സഹിക്കട്ടെ 😂😂😂,neutral,0
ഇവനൊക്കെ വന്ന് ഇങ്ങനെ ന്യായികരിക്കാൻ ഉള്ള ഉളുപ്പും ധൈര്യവും അപാരം തന്നെ ഇതൊക്കെ പാർട്ടിക്ലാസ്സിലെ കുട്ടി സഖാക്കളോട് പറഞ്ഞു കൊടുക്ക് സഖാവെ,positive,5
PG ചേട്ടാ ഇങ്ങനെ കൊല്ലല്ലെ സജീഷിനെ അയാൾക്ക് കഴിച്ച.കാപ്സൂ ളല്ലെ തുപ്പാൻ പറ്റു,positive,2
"കഴിഞ്ഞ സർക്കാരിൻ്റെ അവസാനം, സർകാർ ഉദ്യോഗസ്ഥര് ടെ ശമ്പളം അമിത മാ യി വർദ്ധിപ്പിച്ച്.<br>അത് കൊടുക്കാൻ കടം വാങ്ങുന്ന തി നേ<br>മോഡി മുടക്കി.<br>മോഡി യൊട് ഉള്ള കലിപ്പ് തീർക്കാൻ,<br>ജനങ്ങളുടെ മേൽ നികുതി ഭാരം അടിച്ചു ഏൽപ്പിക്കുന്നു.<br>ഈ അനീതി യെ,ന്യായീകരിക്കുന്ന ,<br>മന്ത്രി ടെ തൊലിക്കട്ടി യെ,<br>കുറിച്ച്, ഞാൻ ആയിട്ട് ഒന്നും പറയാനില്ല.<br><br>കമ്മ്യുണിസ്റ്റ് , മുഖ്യ മന്ത്രി ക്ക്, എന്തിനാ<br>16ഇന്നോവ യുടെ എസ്കോർട്ട്.<br><br>ഈപകൽ കൊള്ള ബജറ്റ് നേ കുറിച്ച്,<br>അദ്വാനിച്ച് പണം ഉണ്ടാക്കുന്ന വർക്ക് പരാതി ഉണ്ടാവും.",negative,0
ഇതിലും വലിയ അടിമ സ്വപ്നങ്ങളിൽ മാത്രം.,negative,1
"1: kerlathile dheshabhimani nirodhikkanam 😂 allel ee news paper vayikkunnark vere news paper kude vayikkan parayanam<br><br>2: Antham cummikale ellam keralathinu veliyilot oru tour kond ponam, keralam ennoru logam alla ennu manassilakkan<br><br>3: education illatha pinungandi vijyane pole kazhivu ketta narikale bharikkan vote cheyyathe irikkuka",negative,2
"Ith pole oru oooobiya party bharanam, keralathile janangale ningal okke ennanu padikkunne? Ee generationil jeevichattum pinnem pinnem ith pole nadinu gunam illatha chettale jaippikkunnath",positive,5
Nirmala Sitharaman be replaced by K.N.Balagopal FM of Kerala. Then immediately Fuel price will come down to 30 rupees per litre if not free fuel.,positive,4
Arum oru koppum parayanda 😂😂 kitt tharum vann vangiyat nakkuka ellarum<br><br>Ennit njangalk vote cheyyuka,negative,2
Next election ethinu pakaram chothichillel ee karalathile pothu janam marakazhutha thanne aanu..... Naatukar vilakkayattam kond chakendi varum,positive,4
Kitt kittiyappol vote cheytha janame haa kashtam,positive,5
"Reduce salary from government employees, 2,000 from people make less 50,000. 5000 from 75,000, 10,000 from 100,000. 15,000 from 150.000, 25,000 from 200,000 and give this money to BPL people and small farmers.<br>makes",negative,4
നമ്മുടെ പ്രവർത്തി ദോഷം അനുഭവിക്കുക,negative,2
കമ്മ്യൂണിസം എവിയുണ്ടാ അവിടയെല്ലാം നാട് നശിച്ച ചരിത്രമേ ലോകത്തുള്ളൂ. കേരളത്തിലും അത് ആവർത്തിക്കുന്നു. ജനങ്ങെളെ ഇതുപോലെ ഇഞ്ചിഞ്ചായി കൊള്ളയടിക്കുന്നവന്മാർ.,negative,4
